Lineage,Number_of_sequences,Number_of_sequences_with_adm2,Number_adm2s,Earliest_sequence,Latest_sequence*,Days_between_earliest_and_latest_sequences*,Max_distance_between_sequences_km,Average_distance_between_sequences_km,Median_distance_between_sequences_km
B.1.1_DTA_MCC_161,1,1,1,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_166,1,1,1,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_169,1,1,1,11/03/2020,11/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_173,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_174,1,0,0,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_175,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_177,1,0,0,22/03/2020,22/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_180,1,0,0,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_181,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_183,1,0,0,22/03/2020,22/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_185,1,1,1,23/02/2020,23/02/2020,0,NA,NA,NA
B.1.1_DTA_MCC_189,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_193,1,0,0,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_196,1,1,1,22/03/2020,22/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_198,1,1,1,22/03/2020,22/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_203,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_205,1,0,0,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_209,1,0,0,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_216,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_221,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_224,1,0,0,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_225,1,0,0,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_227,1,0,0,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_232,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_238,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_240,1,0,0,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_241,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_246,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_250,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_251,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_261,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_265,1,0,0,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_267,1,0,0,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_270,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_271,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_273,1,0,0,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_275,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_277,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_278,1,0,0,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_279,1,0,0,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_280,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_282,1,0,0,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_287,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_289,1,0,0,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_296,1,0,0,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_298,1,0,0,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_299,1,0,0,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_306,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_319,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_320,1,1,1,12/04/2020,12/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_324,1,1,1,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_328,1,1,1,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_329,1,1,1,13/04/2020,13/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_332,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_334,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_337,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_338,1,1,1,26/04/2020,26/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_343,1,1,1,04/05/2020,04/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_344,1,1,1,04/05/2020,04/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_350,1,1,1,28/04/2020,28/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_353,1,1,1,02/03/2020,02/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_354,1,1,1,02/03/2020,02/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_355,1,1,1,04/03/2020,04/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_356,1,1,1,03/03/2020,03/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_357,1,1,1,08/03/2020,08/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_358,1,1,1,14/03/2020,14/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_359,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_361,1,1,1,18/03/2020,18/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_364,1,1,1,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_366,1,1,1,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_367,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_373,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_377,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_385,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_388,1,0,0,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_393,1,0,0,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_396,1,0,0,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_398,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_402,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_403,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_405,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_412,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_417,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_419,1,0,0,10/04/2020,10/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_421,1,1,1,10/04/2020,10/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_437,1,1,1,19/04/2020,19/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_439,1,1,1,11/04/2020,11/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_442,1,1,1,01/05/2020,01/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_445,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_451,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_452,1,1,1,17/04/2020,17/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_454,1,1,1,17/04/2020,17/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_459,1,1,1,17/04/2020,17/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_464,1,1,1,18/04/2020,18/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_479,1,1,1,27/04/2020,27/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_496,1,1,1,27/04/2020,27/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_497,1,1,1,27/04/2020,27/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_500,1,1,1,01/05/2020,01/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_506,1,1,1,08/05/2020,08/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_509,1,1,1,07/05/2020,07/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_511,1,1,1,17/05/2020,17/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_519,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_521,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_522,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_523,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_524,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_526,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_527,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_529,1,1,1,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_531,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_532,1,1,1,22/03/2020,22/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_537,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_539,1,1,1,22/03/2020,22/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_540,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_542,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_543,1,1,1,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_545,1,1,1,21/03/2020,21/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_548,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_550,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_552,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_553,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_555,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_556,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_557,1,1,1,19/03/2020,19/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_558,1,1,1,19/03/2020,19/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_559,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_561,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_562,1,1,1,13/03/2020,13/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_563,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_571,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_572,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_573,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_574,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_575,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_580,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_586,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_588,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_591,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_592,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_593,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_594,1,1,1,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_596,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_597,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_598,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_600,1,0,0,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_602,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_604,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_608,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_609,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_611,1,0,0,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_615,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_617,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_619,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_621,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_627,1,1,1,13/04/2020,13/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_628,1,0,0,12/04/2020,12/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_629,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_630,1,1,1,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_631,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_632,1,1,1,14/04/2020,14/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_633,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_636,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_637,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_639,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_640,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_644,1,1,1,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_645,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_646,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_647,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_648,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_650,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_652,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_653,1,1,1,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_656,1,1,1,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_657,1,1,1,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_658,1,1,1,09/04/2020,09/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_659,1,1,1,09/04/2020,09/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_661,1,1,1,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_663,1,1,1,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_664,1,1,1,09/04/2020,09/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_666,1,1,1,10/04/2020,10/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_671,1,1,1,11/04/2020,11/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_672,1,1,1,21/04/2020,21/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_673,1,1,1,12/04/2020,12/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_675,1,1,1,13/04/2020,13/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_676,1,1,1,23/04/2020,23/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_678,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_679,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_680,1,1,1,09/03/2020,09/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_681,1,1,1,01/03/2020,01/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_682,1,1,1,10/03/2020,10/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_683,1,1,1,09/03/2020,09/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_684,1,1,1,12/03/2020,12/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_685,1,1,1,11/03/2020,11/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_686,1,1,1,11/03/2020,11/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_687,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_690,1,1,1,29/04/2020,29/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_692,1,1,1,09/04/2020,09/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_694,1,1,1,01/04/2020,01/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_705,1,1,1,14/04/2020,14/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_707,1,1,1,18/04/2020,18/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_708,1,1,1,17/04/2020,17/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_709,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_711,1,0,0,21/04/2020,21/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_713,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_714,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_717,1,1,1,09/04/2020,09/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_719,1,1,1,01/05/2020,01/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_721,1,1,1,18/04/2020,18/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_722,1,1,1,03/06/2020,03/06/2020,0,NA,NA,NA
B.1.1_DTA_MCC_724,1,0,0,12/06/2020,12/06/2020,0,NA,NA,NA
B.1.1_DTA_MCC_725,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_727,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_729,1,0,0,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_732,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_733,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_734,1,1,1,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_739,1,0,0,11/04/2020,11/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_740,1,1,1,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_742,1,0,0,14/04/2020,14/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_743,1,0,0,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_744,1,0,0,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_746,1,0,0,15/04/2020,15/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_747,1,0,0,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_750,1,0,0,18/04/2020,18/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_753,1,1,1,24/04/2020,24/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_754,1,1,1,25/04/2020,25/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_755,1,0,0,22/04/2020,22/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_756,1,0,0,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_757,1,0,0,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_758,1,0,0,11/04/2020,11/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_761,1,1,1,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_762,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_764,1,1,1,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_766,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_767,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_768,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_770,1,1,1,15/03/2020,15/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_771,1,1,1,20/03/2020,20/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_772,1,0,0,23/03/2020,23/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_773,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_774,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_775,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_776,1,1,1,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_778,1,0,0,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_779,1,0,0,24/03/2020,24/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_780,1,0,0,26/03/2020,26/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_781,1,1,1,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_782,1,0,0,27/03/2020,27/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_785,1,0,0,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_786,1,0,0,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_787,1,0,0,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_789,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_792,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_794,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_795,1,1,1,17/05/2020,17/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_796,1,1,1,21/04/2020,21/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_797,1,1,1,03/05/2020,03/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_799,1,1,1,09/04/2020,09/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_801,1,1,1,03/05/2020,03/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_802,1,1,1,01/05/2020,01/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_803,1,1,1,12/05/2020,12/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_804,1,1,1,17/03/2020,17/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_805,1,1,1,25/03/2020,25/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_806,1,1,1,29/03/2020,29/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_807,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_808,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_812,1,1,1,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_813,1,1,1,09/04/2020,09/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_814,1,1,1,11/04/2020,11/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_815,1,1,1,30/04/2020,30/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_820,1,1,1,02/05/2020,02/05/2020,0,NA,NA,NA
B.1.1_DTA_MCC_823,1,0,0,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_827,1,0,0,28/03/2020,28/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_828,1,0,0,11/04/2020,11/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_829,1,0,0,10/04/2020,10/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_831,1,0,0,07/04/2020,07/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_833,1,0,0,04/04/2020,04/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_834,1,0,0,12/04/2020,12/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_835,1,0,0,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_836,1,0,0,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_837,1,0,0,11/04/2020,11/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_838,1,0,0,06/04/2020,06/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_840,1,0,0,05/04/2020,05/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_842,1,0,0,08/04/2020,08/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_844,1,1,1,16/04/2020,16/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_845,1,1,1,18/04/2020,18/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_847,1,1,1,20/04/2020,20/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_850,1,0,0,19/04/2020,19/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_851,1,0,0,14/04/2020,14/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_852,1,1,1,30/03/2020,30/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_853,1,1,1,03/04/2020,03/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_855,1,1,1,02/04/2020,02/04/2020,0,NA,NA,NA
B.1.1_DTA_MCC_856,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
B.1.1_DTA_MCC_857,1,1,1,31/03/2020,31/03/2020,0,NA,NA,NA
